pipeline_name,data_source,type,source_category
ek_metrics_tokenisation,dl_bob_live_non_pii.sales_order,table,external
ek_metrics_tokenisation,payments_hf.f_pps_charges,table,internal
ek_metrics_tokenisation,payments_hf.f_pvs_replica,table,internal
ek_metrics_tokenisation_reactivation,dl_bob_live_non_pii.customer,table,external
ek_metrics_tokenisation_reactivation,payments_hf.f_pvs_replica,table,internal
ek_metrics_topup_adoption,dimensions.date_dimension,table,external
ek_metrics_topup_adoption,dl_bob_live_non_pii.customer,table,external
ek_metrics_topup_adoption,payments_hf.balance_service_transactions,table,internal
ek_metrics_topup_adoption,payments_hf.currency_dimension_daily,table,internal
experiment_customers_metrics,dimensions.date_dimension,table,external
experiment_customers_metrics,payments_hf.customer_metrics,table,internal
experiment_customers_metrics,payments_hf.retention_experiment_customers,table,internal
experiment_variations_metrics,dimensions.date_dimension,table,external
experiment_variations_metrics,payments_hf.retention_experiment_customers_metrics,table,internal
fact_empty_conversion,dimensions.date_dimension,table,external
fact_empty_conversion,dimensions.subscription_dimension,table,external
fact_empty_conversion,dl_bob_live_non_pii.bulk_error_log,table,external
fact_empty_conversion,dl_bob_live_non_pii.bulk_log,table,external
fact_empty_conversion,dl_bob_live_non_pii.sales_order,table,external
fact_empty_conversion,dl_bob_live_non_pii.sales_order_item,table,external
fact_empty_conversion,dl_bob_live_non_pii.sales_order_item_status_history,table,external
fact_empty_conversion,fact_tables.cancellation_survey,table,external
fact_empty_conversion,fact_tables.genesys_conversations_v2,table,external
fact_empty_conversion,global_bi_business.customer_status_weekly,table,external
fact_empty_conversion,marketing_data_product.marketing_attribution_conversions,table,external
fact_empty_conversion,materialized_views.cc_errors_processed,table,external
fact_empty_conversion,payments_hf.customer_lookup,table,internal
fact_empty_conversion,payments_hf.duplicate_customers,table,internal
fact_empty_conversion,payments_hf.f_activation_cac,table,internal
fact_empty_conversion,payments_hf.product_dimension_lookup,table,internal
fact_empty_conversion,public_edw_base_grain_live.customer,table,external
fact_empty_conversion,public_edw_business_mart_live.order_line_items_eur,table,external
fact_entity_bob_status,dl_bob_live_non_pii.sales_order_item_status,table,external
fact_entity_bob_status,dl_bob_live_non_pii.sales_order_item_status_history,table,external
fact_entity_bob_status,payments_hf.business_units,table,internal
fact_entity_dunning,payments_hf.f_dunning_orders,table,internal
fact_entity_order,dimensions.date_dimension,table,external
fact_entity_order,dl_bob_live_non_pii.sales_order,table,external
fact_entity_order,dl_bob_live_non_pii.sales_order_item,table,external
fact_entity_order,payments_hf.business_units,table,internal
fact_entity_order,payments_hf.currency_dimension_daily,table,internal
fact_entity_transaction,payments_hf.business_units,table,internal
fact_entity_transaction,payments_hf.f_pps_charges,table,internal
fact_payment_conversion_rate,big_query.ga_events,table,external
fact_payment_conversion_rate,dimensions.date_dimension,table,external
fact_payment_conversion_rate,dl_bob_live_non_pii.sales_order,table,external
fact_payment_conversion_rate,payments_hf.business_units,table,internal
fact_payment_conversion_rate,payments_hf.duplicate_customers,table,internal
fact_payment_conversion_rate,payments_hf.f_checkout_customers_daily,table,internal
fact_payment_conversion_rate,payments_hf.f_payment_fraud_customers_daily,table,internal
fact_payment_conversion_rate,payments_hf.f_pvs_replica,table,internal
fact_payment_conversion_rate,public_edw_base_grain_live.customer,table,external
fact_payments_order,payments_hf.fact_entity_bob_status,table,internal
fact_payments_order,payments_hf.fact_entity_dunning,table,internal
fact_payments_order,payments_hf.fact_entity_order,table,internal
fact_payments_order,payments_hf.fact_entity_transaction,table,internal
fact_payments_order,payments_hf.product_dimension_lookup,table,internal
payments_morpheus,dimensions.date_dimension,table,external
payments_morpheus,morpheus.historical_predictions,table,external
pre_checkout_training,s3://hf-dp-kts3-avro-pii-live/events/kafka/parquet/topics/public.customer.authentication.activity.v1/,parquet,external
campaign_ccv,dl_bob_live_non_pii.subscription,table,external
campaign_ccv,global_bi_business.plan_status_hist,table,external
campaign_ccv,payments_hf.customer_actuals,table,internal
campaign_ccv,payments_hf.customer_lookup,table,internal
campaign_ccv,payments_hf.f_orders,table,internal
cpm_experiment_customer_level,big_query.ga_events,table,external
cpm_experiment_customer_level,dimensions.date_dimension,table,external
cpm_experiment_customer_level,exp_core_live.optimizely_experiments_raw_data,table,external
cpm_experiment_customer_level,payments_hf.f_pvs_replica,table,internal
cpm_experiment_customer_level,payments_hf.native_multiple_experiment,table,internal
cpm_experiment_ete_flow,big_query.ga_events,table,external
cpm_experiment_ete_flow,dimensions.date_dimension,table,external
cpm_experiment_ete_flow,exp_core_live.optimizely_experiments_raw_data,table,external
cpm_experiment_ete_flow,payments_hf.f_pvs_replica,table,internal
cpm_experiment_ete_flow,payments_hf.native_multiple_experiment,table,internal
cpm_experiment_tsr,big_query.ga_events,table,external
cpm_experiment_tsr,dimensions.date_dimension,table,external
cpm_experiment_tsr,exp_core_live.optimizely_experiments_raw_data,table,external
cpm_experiment_tsr,payments_hf.f_pvs_replica,table,internal
cpm_experiment_tsr,payments_hf.native_multiple_experiment,table,internal
customer_campaigns,dimensions.date_dimension,table,external
customer_campaigns,dl_bob_live_non_pii.subscription,table,external
customer_campaigns,morpheus.historical_predictions,table,external
customer_campaigns,morpheus.predictions,table,external
exp_cac_success_rate,dimensions.product_dimension,table,external
exp_cac_success_rate,dl_bob_live_non_pii.sales_order,table,external
exp_cac_success_rate,dl_bob_live_non_pii.sales_order_item,table,external
exp_cac_success_rate,payments_hf.business_units,table,internal
exp_cac_success_rate,payments_hf.f_empty_conversions,table,internal
exp_cac_success_rate,payments_hf.f_experiment_customers,table,internal
exp_cac_success_rate,payments_hf.f_pps_charges,table,internal
exp_cac_success_rate,payments_hf.f_pvs_replica,table,internal
exp_cac_success_rate_tsr,dimensions.product_dimension,table,external
exp_cac_success_rate_tsr,dl_bob_live_non_pii.sales_order,table,external
exp_cac_success_rate_tsr,dl_bob_live_non_pii.sales_order_item,table,external
exp_cac_success_rate_tsr,dl_bob_live_non_pii.sales_order_item_status,table,external
exp_cac_success_rate_tsr,dl_bob_live_non_pii.sales_order_item_status_history,table,external
exp_cac_success_rate_tsr,payments_hf.business_units,table,internal
exp_cac_success_rate_tsr,payments_hf.currency_dimension_daily,table,internal
exp_cac_success_rate_tsr,payments_hf.f_empty_conversions,table,internal
exp_cac_success_rate_tsr,payments_hf.f_experiment_customers,table,internal
exp_cac_success_rate_tsr,payments_hf.f_pps_charges,table,internal
exp_cac_success_rate_tsr,payments_hf.f_pvs_replica,table,internal
exp_upm_funnel,big_query.ga_events,table,external
exp_upm_funnel,payments_hf.f_experiment_customers,table,internal
exp_upm_funnel,payments_hf.f_pvs_replica,table,internal
exp_upm_us_declines,payments_hf.exp_upm_us_results,table,internal
exp_upm_us_e2e,big_query.ga_events,table,external
exp_upm_us_e2e,payments_hf.f_experiment_customers,table,internal
exp_upm_us_e2e,payments_hf.f_pvs_replica,table,internal
exp_upm_us_results,payments_hf.customer_actuals,table,internal
exp_upm_us_results,payments_hf.f_experiment_customers,table,internal
exp_upm_us_results,payments_hf.f_orders,table,internal
exp_upm_us_results,payments_hf.f_pvs_replica,table,internal
f_metrics_payments,dimensions.date_dimension,table,external
f_metrics_payments,dimensions.entity_dimension,table,external
f_metrics_payments,payments_hf.dunning_dashboard,table,internal
f_metrics_payments,payments_hf.duplicate_customers_dashboard,table,internal
f_metrics_payments,payments_hf.empty_conversion_dashboard,table,internal
f_metrics_payments,payments_hf.f_orders,table,internal
f_metrics_payments,payments_hf.ga_pcr_dashboard,table,internal
native_multiple_experiment,exp_core_live.optimizely_experiments_raw_data,table,external
payment_status_hist,s3://hf-dp-shared-proto-s3-sinker-non-pii-raw-live/events/kafka/parquet/topics/public.customer.order.payment.v1/,parquet,external
reactivation_experiment_customer_level,big_query.ga_events,table,external
reactivation_experiment_customer_level,dimensions.date_dimension,table,external
reactivation_experiment_customer_level,exp_core_live.optimizely_experiments_raw_data,table,external
reactivation_experiment_customer_level,payments_hf.f_pvs_replica,table,internal
reactivation_experiment_customer_level,payments_hf.native_multiple_experiment,table,internal
reactivation_experiment_ete_flow,big_query.ga_events,table,external
reactivation_experiment_ete_flow,dimensions.date_dimension,table,external
reactivation_experiment_ete_flow,exp_core_live.optimizely_experiments_raw_data,table,external
reactivation_experiment_ete_flow,payments_hf.f_pvs_replica,table,internal
reactivation_experiment_ete_flow,payments_hf.native_multiple_experiment,table,internal
reactivation_experiment_tsr,big_query.ga_events,table,external
reactivation_experiment_tsr,dimensions.date_dimension,table,external
reactivation_experiment_tsr,exp_core_live.optimizely_experiments_raw_data,table,external
reactivation_experiment_tsr,payments_hf.f_pvs_replica,table,internal
reactivation_experiment_tsr,payments_hf.native_multiple_experiment,table,internal
static_weekly_adjusted_cac_table_activations_old,dimensions.date_dimension,table,external
static_weekly_adjusted_cac_table_activations_old,marketing_data_product_metrics.marketing_performance,table,external
static_weekly_adjusted_cac_table_activations_old,payments_hf.static_weekly_campaign_cac_table_activations_old,table,internal
static_weekly_adjusted_cac_table_activations_old,payments_hf.temp_ccr_first_activations,table,internal
static_weekly_campaign_cac_table_activations_old,dimensions.date_dimension,table,external
static_weekly_campaign_cac_table_activations_old,marketing_data_product_metrics.marketing_performance,table,external
static_weekly_campaign_cac_table_activations_old,marketing_data_product_metrics.marketing_performance_historical,table,external
static_weekly_campaign_cac_table_reactivations_old,dimensions.date_dimension,table,external
static_weekly_campaign_cac_table_reactivations_old,marketing_data_product_metrics.marketing_performance,table,external
static_weekly_campaign_cac_table_reactivations_old,marketing_data_product_metrics.marketing_performance_historical,table,external
